File,H:\github\cs-ntnu\cs-ntnu\ntnu-dtu\5-semester-dtu-exchange\digitalmanufacturing-industry4.0\module-06\moldex3d-simulation\Digital Manufacturing 1\Analysis\Run01\Digital Manufacturing 101_CSHistory.csv
0.176813,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.178856,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.180899,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.182941,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.184984,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.187027,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.189070,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.191113,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.193156,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.195198,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.197241,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.199284,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.201327,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.203370,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.205413,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.207455,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.209498,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.211541,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.213584,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.215627,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.217670,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.219712,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.221755,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.224207,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.226658,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.229109,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.231561,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.234012,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.236464,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.238915,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.241367,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.243818,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.245779,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.247348,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.248917,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.250486,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.252055,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.253624,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.255192,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.256761,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.258330,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.259899,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.261468,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.263037,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.264920,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.266802,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.268685,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.270568,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.272450,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.274333,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.276592,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.278851,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.281111,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.283370,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.285629,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.287888,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.290147,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.292407,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.294666,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.296925,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.299636,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.302347,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.305058,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.307769,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.310480,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.313191,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.315903,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.318614,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.321325,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.324036,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.326747,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.330000,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.333904,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.338589,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.344210,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.350956,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.359051,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.368766,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.378480,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.390137,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.401794,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.413451,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.425108,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.436765,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.448422,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.460079,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.471736,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.483393,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.495050,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.506707,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.518364,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.530022,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.541679,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.553336,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.564993,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.576650,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.588307,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.599964,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.611621,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.623278,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.634935,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.646592,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.658249,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.669906,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.681563,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.693220,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.704877,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.716534,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.728191,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.739848,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.751505,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.763163,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.774820,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.786477,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.798134,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.809791,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.821448,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.835436,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.849425,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.863413,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.870676,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.879028,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.888633,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.899679,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.912382,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.926990,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.943790,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.963109,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
0.985327,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.010876,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.040259,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.074049,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.112907,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.157594,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.208984,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.265512,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.327694,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.396094,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
1.471334,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, ,40.00,0.00, 
